model_id,source_node,source_type,target_node,target_type,condition
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p13,place,
0_248,p6,place,confirmation in order planning project required structuring transfer,transition,
0_248,completion made of,transition,p27,place,
0_248,p36,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,p28,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,p24,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,p38,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p1,place,
0_248,p5,place,be be is maintenance notification notification notification reference sheet,transition,
0_248,p9,place,management was,transition,
0_248,check data formation investment planning,transition,p38,place,
0_248,p18,place,determine planned rollover,transition,
0_248,complete foreign is product set,transition,p25,place,
0_248,activity be carried foreign interest out results translation,transition,p23,place,
0_248,p29,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,carried company should split year,transition,p18,place,
0_248,p16,place,check data formation investment planning,transition,
0_248,contact exists processing service service,transition,p30,place,
0_248,p1,place,advices archived changed payment to,transition,
0_248,4ad04c1b-c6e2-42eb-950c-4bbf0fb05123,transition,p21,place,
0_248,p4,place,be currency terminated was,transition,
0_248,fiscal for has recurring started to,transition,p28,place,
0_248,p15,place,completion made of,transition,
0_248,be foreign to valuation,transition,p26,place,
0_248,be currency terminated was,transition,p36,place,
0_248,p2,place,be cleared down down is quotation vendor,transition,
0_248,p20,place,be created delivery invoice parked to,transition,
0_248,p30,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,p14,place,contact exists processing service service,transition,
0_248,a desired is is maintenance notification quality service,transition,p11,place,
0_248,capacity evaluated scheduling situation situation to,transition,p33,place,
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p17,place,
0_248,p13,place,carried company should split year,transition,
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p19,place,
0_248,p22,place,a desired is is maintenance notification quality service,transition,
0_248,p12,place,complete foreign is product set,transition,
0_248,p25,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,p7,place,actual costing costing order product sales,transition,
0_248,management was,transition,p31,place,
0_248,p17,place,be foreign to valuation,transition,
0_248,4ad04c1b-c6e2-42eb-950c-4bbf0fb05123,transition,p6,place,
0_248,be be is maintenance notification notification notification reference sheet,transition,p37,place,
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p9,place,
0_248,p8,place,activity be carried foreign interest out results translation,transition,
0_248,created created non non of purchase purchase purchase supply,transition,p3,place,
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p20,place,
0_248,actual costing costing order product sales,transition,p35,place,
0_248,be created delivery invoice parked to,transition,p29,place,
0_248,p26,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,p10,place,created created non non of purchase purchase purchase supply,transition,
0_248,p19,place,fiscal for has recurring started to,transition,
0_248,p34,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,p33,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,4ad04c1b-c6e2-42eb-950c-4bbf0fb05123,transition,p2,place,
0_248,be cleared down down is quotation vendor,transition,p32,place,
0_248,p32,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p7,place,
0_248,determine planned rollover,transition,p10,place,
0_248,p11,place,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,
0_248,p27,place,2a3418fb-a80c-4fd2-b127-671d690511dc,transition,
0_248,6ac637fb-f191-4f23-8d60-c49be21c0a5e,transition,p12,place,
0_257,p5,place,event exists for granting need offer personnel,transition,
0_257,ind independent processed processed reqmts results situation stock,transition,p2,place,
0_257,p21,place,available be forwarding is is specification time,transition,
0_257,p6,place,5f2fe5f6-f937-4250-bd3e-6d91eb9ec5b0,transition,
0_257,p5,place,design need need need of personnel planning staff,transition,
0_257,p3,place,be hours is measurement payment r sales transferred,transition,
0_257,p4,place,ebc2d25a-c171-445f-a0c3-a93dd2a8fc80,transition,
0_257,7330613c-0b0d-45d3-9882-12a223cf75ea,transition,p18,place,
0_257,p13,place,adapted area employee exists in is plan termination,transition,
0_257,p9,place,195cefa8-cacd-4ce7-b174-5295e8dbca50,transition,
0_257,p7,place,195cefa8-cacd-4ce7-b174-5295e8dbca50,transition,
0_257,p1,place,activated maintenance maintenance manual notification processed to to transmitted,transition,
0_257,5f2fe5f6-f937-4250-bd3e-6d91eb9ec5b0,transition,p3,place,
0_257,p5,place,available for infrastructure personnel setup time,transition,
0_257,7330613c-0b0d-45d3-9882-12a223cf75ea,transition,p21,place,
0_257,p12,place,ind independent processed processed reqmts results situation stock,transition,
0_257,195cefa8-cacd-4ce7-b174-5295e8dbca50,transition,p8,place,
0_257,adapted area employee exists in is plan termination,transition,p16,place,
0_257,assignment carried foreign profit to to to,transition,p5,place,
0_257,p11,place,check data formation investment planning,transition,
0_257,available be forwarding is is specification time,transition,p14,place,
0_257,based fifo in measures price single,transition,p1,place,
0_257,available budget for payroll planning specifications,transition,p2,place,
0_257,p6,place,prepare project to,transition,
0_257,p18,place,consolidated validation,transition,
0_257,design need need need of personnel planning staff,transition,p12,place,
0_257,be hours is measurement payment r sales transferred,transition,p1,place,
0_257,available for infrastructure personnel setup time,transition,p4,place,
0_257,employee granting has is is sale,transition,p13,place,
0_257,consolidated validation,transition,p15,place,
0_257,i,place,7330613c-0b0d-45d3-9882-12a223cf75ea,transition,
0_257,p2,place,based fifo in measures price single,transition,
0_257,p14,place,195cefa8-cacd-4ce7-b174-5295e8dbca50,transition,
0_257,p10,place,195cefa8-cacd-4ce7-b174-5295e8dbca50,transition,
0_257,item memo order order printing service service,transition,p7,place,
0_257,ebc2d25a-c171-445f-a0c3-a93dd2a8fc80,transition,p3,place,
0_257,notifications processing report,transition,p9,place,
0_257,p19,place,notifications processing report,transition,
0_257,p4,place,available budget for payroll planning specifications,transition,
0_257,prepare project to,transition,p2,place,
0_257,consolidated validation,transition,p11,place,
0_257,p20,place,item memo order order printing service service,transition,
0_257,p8,place,employee granting has is is sale,transition,
0_257,p16,place,activities from in is order order originates processing service settlement,transition,
0_257,activated maintenance maintenance manual notification processed to to transmitted,transition,p10,place,
0_257,7330613c-0b0d-45d3-9882-12a223cf75ea,transition,p19,place,
0_257,7330613c-0b0d-45d3-9882-12a223cf75ea,transition,p20,place,
0_257,p15,place,consolidated validation,transition,
0_257,check data formation investment planning,transition,p17,place,
0_257,event exists for granting need offer personnel,transition,p6,place,
0_257,p17,place,assignment carried foreign profit to to to,transition,
0_257,activities from in is order order originates processing service settlement,transition,p22,place,
0_30,assets consolidated current entered equity exist for status supplement,transition,p4,place,
0_30,accounting balance center copy executed receivables transfer,transition,p7,place,
0_30,p7,place,9bc6838f-a93e-48b1-b8b7-1bab4ced0977,transition,
0_30,p9,place,accounting balance center copy executed receivables transfer,transition,
0_30,a2ab475f-f5a3-46d9-a023-84a9b7256a25,transition,p8,place,
0_30,adjustment approval reduction rent was,transition,p1,place,
0_30,p1,place,a2ab475f-f5a3-46d9-a023-84a9b7256a25,transition,
0_30,approval change employee exists for last,transition,p10,place,
0_30,benefit calculation carried center general,transition,p3,place,
0_30,p6,place,a2ab475f-f5a3-46d9-a023-84a9b7256a25,transition,
0_30,p8,place,approval change employee exists for last,transition,
0_30,9bc6838f-a93e-48b1-b8b7-1bab4ced0977,transition,p5,place,
0_30,9bc6838f-a93e-48b1-b8b7-1bab4ced0977,transition,p2,place,
0_30,center copy of planning prepared situation statistical,transition,p6,place,
0_30,p3,place,adjustment approval reduction rent was,transition,
0_30,p4,place,center copy of planning prepared situation statistical,transition,
0_30,p2,place,benefit calculation carried center general,transition,
0_30,p5,place,assets consolidated current entered equity exist for status supplement,transition,
0_337,p8,place,bill completed debit of presentation,transition,
0_337,p7,place,approved compensation exists plan planning requirement specifications,transition,
0_337,p4,place,activity activity charge created debit is sales subsequent was,transition,
0_337,p10,place,f4d7b0aa-1f97-478e-b44c-9537bd9ee802,transition,
0_337,approved compensation exists plan planning requirement specifications,transition,p12,place,
0_337,appropriation approved group investment request,transition,p8,place,
0_337,p1,place,f4d7b0aa-1f97-478e-b44c-9537bd9ee802,transition,
0_337,p3,place,invoicing plan require,transition,
0_337,f4d7b0aa-1f97-478e-b44c-9537bd9ee802,transition,p7,place,
0_337,p6,place,exercise incentive of of of request rights,transition,
0_337,billing of required,transition,p5,place,
0_337,activity activity charge created debit is sales subsequent was,transition,p3,place,
0_337,p9,place,ba51b83e-c49d-4547-aa92-cfe1a35038ed,transition,
0_337,bill completed debit of presentation,transition,p1,place,
0_337,p11,place,billing of required,transition,
0_337,ba51b83e-c49d-4547-aa92-cfe1a35038ed,transition,p4,place,
0_337,ba51b83e-c49d-4547-aa92-cfe1a35038ed,transition,p2,place,
0_337,p5,place,be billing delivery documents request,transition,
0_337,p2,place,appropriation approved group investment request,transition,
0_337,invoicing plan require,transition,p10,place,
0_337,exercise incentive of of of request rights,transition,p9,place,
0_337,be billing delivery documents request,transition,p6,place,
0_354,costs customer management products,transition,p6,place,
0_354,p2,place,costs customer management products,transition,
0_354,is maintenance notification numbers objects processed table,transition,p8,place,
0_354,portfolio report variants,transition,p4,place,
0_354,area based based create depreciation employment is is law liable tax valuation,transition,p2,place,
0_354,currency is,transition,p5,place,
0_354,p4,place,created document order product sales subsequent unval,transition,
0_354,p2,place,portfolio report variants,transition,
0_354,created document order product sales subsequent unval,transition,p1,place,
0_354,p5,place,costing price processed product structure,transition,
0_354,p1,place,currency is,transition,
0_354,p3,place,is maintenance notification numbers objects processed table,transition,
0_354,and deferral flows generated update valuation were,transition,p1,place,
0_354,p6,place,and deferral flows generated update valuation were,transition,
0_354,costing price processed product structure,transition,p3,place,
0_354,p7,place,area based based create depreciation employment is is law liable tax valuation,transition,
0_394,be capacity is is missing situation,transition,p4,place,
0_394,p6,place,bd5429a3-db7f-439b-a1e7-ea8b64914649,transition,
0_394,p5,place,be capacity is is missing situation,transition,
0_394,p3,place,interest period planned quantities,transition,
0_394,activity clearance general offer planning preparatory work,transition,p1,place,
0_394,5667a659-a2b6-4381-8c60-295e24d0c3c7,transition,p3,place,
0_394,5667a659-a2b6-4381-8c60-295e24d0c3c7,transition,p2,place,
0_394,list planning requirements,transition,p7,place,
0_394,p1,place,5667a659-a2b6-4381-8c60-295e24d0c3c7,transition,
0_394,interest period planned quantities,transition,p6,place,
0_394,p4,place,activity clearance general offer planning preparatory work,transition,
0_394,p2,place,list planning requirements,transition,
0_394,bd5429a3-db7f-439b-a1e7-ea8b64914649,transition,o,place,
0_394,p7,place,bd5429a3-db7f-439b-a1e7-ea8b64914649,transition,
0_410,p3,place,13cb576f-123c-4877-a2ea-0633a35e1e6c,transition,
0_410,p8,place,asset closing end end end ledger management of year,transition,
0_410,p2,place,advance are balances be forward,transition,
0_410,accrued calculated dependent interest out to transferred,transition,p11,place,
0_410,p5,place,13cb576f-123c-4877-a2ea-0633a35e1e6c,transition,
0_410,4e43211f-a539-478a-97f1-1a6c43e756cf,transition,p10,place,
0_410,p10,place,approved data specifications,transition,
0_410,4e43211f-a539-478a-97f1-1a6c43e756cf,transition,p7,place,
0_410,4e43211f-a539-478a-97f1-1a6c43e756cf,transition,p9,place,
0_410,p7,place,consolidation forward plan required,transition,
0_410,i,place,4e43211f-a539-478a-97f1-1a6c43e756cf,transition,
0_410,approved data specifications,transition,p5,place,
0_410,p1,place,13cb576f-123c-4877-a2ea-0633a35e1e6c,transition,
0_410,p4,place,13cb576f-123c-4877-a2ea-0633a35e1e6c,transition,
0_410,13cb576f-123c-4877-a2ea-0633a35e1e6c,transition,p6,place,
0_410,advance are balances be forward,transition,p1,place,
0_410,consolidation forward plan required,transition,p2,place,
0_410,p9,place,blocked due guarantee is payment to,transition,
0_410,p6,place,accrued calculated dependent interest out to transferred,transition,
0_410,4e43211f-a539-478a-97f1-1a6c43e756cf,transition,p8,place,
0_410,asset closing end end end ledger management of year,transition,p4,place,
0_410,blocked due guarantee is payment to,transition,p3,place,
0_426,p7,place,by data financial integrated master statement the with,transition,
0_426,design difference processing request transportation,transition,p2,place,
0_426,p1,place,are confirmations credit down entered inquiry method technical to was,transition,
0_426,p2,place,blocked document due insufficent inventory to to,transition,
0_426,created released released requisition schedule scheduling source,transition,p8,place,
0_426,blocked document due insufficent inventory to to,transition,p1,place,
0_426,p5,place,created released released requisition schedule scheduling source,transition,
0_426,are confirmations credit down entered inquiry method technical to was,transition,p4,place,
0_426,log packing processing to,transition,p3,place,
0_426,p6,place,log packing processing to,transition,
0_426,p4,place,created created created of of requisition supply,transition,
0_426,created created created of of requisition supply,transition,p5,place,
0_426,p3,place,design difference processing request transportation,transition,
0_426,by data financial integrated master statement the with,transition,p6,place,
0_460,analyzed business capital to to working working,transition,p4,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p28,place,
0_460,p32,place,catalog of of processing,transition,
0_460,p21,place,be business business business event performance processing reposting,transition,
0_460,78e6030f-b935-4a38-8ccb-b03267c93115,transition,p8,place,
0_460,p23,place,completion idi is of out sheet time time time,transition,
0_460,p19,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p15,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p25,place,and attendance event must reservation,transition,
0_460,be be for planning planning prepared,transition,p5,place,
0_460,p29,place,interest period planned quantities,transition,
0_460,p5,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,be items planning quotation to to,transition,p11,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p30,place,
0_460,available budget budget for of,transition,p17,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p22,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p27,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p23,place,
0_460,p7,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p25,place,
0_460,p4,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p3,place,business event event need of,transition,
0_460,be business business business event performance processing reposting,transition,p12,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p29,place,
0_460,p10,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p21,place,
0_460,cash co exist settlement,transition,p20,place,
0_460,interest period planned quantities,transition,p13,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p24,place,
0_460,p8,place,be entry order performed processing service sheet,transition,
0_460,business event event need of,transition,p19,place,
0_460,and attendance event must reservation,transition,p16,place,
0_460,p16,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,business completion event exists is of to,transition,p14,place,
0_460,p30,place,available budget budget for of,transition,
0_460,p14,place,be items planning quotation to to,transition,
0_460,completion idi is of out sheet time time time,transition,p1,place,
0_460,be entry order performed processing service sheet,transition,p10,place,
0_460,business event is,transition,p7,place,
0_460,78e6030f-b935-4a38-8ccb-b03267c93115,transition,p3,place,
0_460,p28,place,appraisal be business event for need time,transition,
0_460,appraisal be business event for need time,transition,p2,place,
0_460,p27,place,business event is,transition,
0_460,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,p18,place,
0_460,p22,place,business completion event exists is of to,transition,
0_460,p9,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p26,place,business for of reservation reserved,transition,
0_460,p24,place,be be for planning planning prepared,transition,
0_460,p12,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p1,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p2,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p13,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,p31,place,cash co exist settlement,transition,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p31,place,
0_460,catalog of of processing,transition,p9,place,
0_460,p18,place,business catalog event event exists,transition,
0_460,business catalog event event exists,transition,p33,place,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p26,place,
0_460,p6,place,analyzed business capital to to working working,transition,
0_460,p17,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,78e6030f-b935-4a38-8ccb-b03267c93115,transition,p6,place,
0_460,p20,place,5d64d2b2-f337-451e-ac3d-58e1fa7a20fe,transition,
0_460,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,p32,place,
0_460,p11,place,78e6030f-b935-4a38-8ccb-b03267c93115,transition,
0_460,business for of reservation reserved,transition,p15,place,
0_460,i,place,3e6cb62e-45de-48ee-9bc1-3c3837c52237,transition,
0_482,p14,place,a2f487fe-b31c-4fce-bebf-5e774b753b8a,transition,
0_482,p3,place,38013c6e-7786-4d4e-9f76-84741d50edf1,transition,
0_482,fc538d8b-24f7-4af2-af94-62df858ec7e2,transition,p8,place,
0_482,bil budget is must purchasing release released,transition,p3,place,
0_482,p5,place,fc538d8b-24f7-4af2-af94-62df858ec7e2,transition,
0_482,p15,place,a2f487fe-b31c-4fce-bebf-5e774b753b8a,transition,
0_482,p16,place,a2f487fe-b31c-4fce-bebf-5e774b753b8a,transition,
0_482,5e9a2ddc-55c8-4cc8-b62e-6958720a40c0,transition,p10,place,
0_482,is is ready to updated updated,transition,p5,place,
0_482,p9,place,fc538d8b-24f7-4af2-af94-62df858ec7e2,transition,
0_482,p12,place,be be changes current equity from preparing started to year,transition,
0_482,accounting center copied cost exists overhead overhead planned profit,transition,p16,place,
0_482,be be be capacity created notification order quotation requirement to,transition,p14,place,
0_482,i,place,5e9a2ddc-55c8-4cc8-b62e-6958720a40c0,transition,
0_482,p11,place,exists figures figures figures figures figures statistical was,transition,
0_482,p10,place,is is ready to updated updated,transition,
0_482,5e9a2ddc-55c8-4cc8-b62e-6958720a40c0,transition,p12,place,
0_482,38013c6e-7786-4d4e-9f76-84741d50edf1,transition,p7,place,
0_482,5e9a2ddc-55c8-4cc8-b62e-6958720a40c0,transition,p13,place,
0_482,be be changes current equity from preparing started to year,transition,p6,place,
0_482,5e9a2ddc-55c8-4cc8-b62e-6958720a40c0,transition,p11,place,
0_482,exists figures figures figures figures figures statistical was,transition,p2,place,
0_482,p8,place,be be be capacity created notification order quotation requirement to,transition,
0_482,38013c6e-7786-4d4e-9f76-84741d50edf1,transition,p1,place,
0_482,p7,place,external planning purchasing,transition,
0_482,elimination entered expense performed plan planned revenue to using,transition,p15,place,
0_482,p2,place,fc538d8b-24f7-4af2-af94-62df858ec7e2,transition,
0_482,p13,place,bil budget is must purchasing release released,transition,
0_482,p1,place,accounting center copied cost exists overhead overhead planned profit,transition,
0_482,p6,place,fc538d8b-24f7-4af2-af94-62df858ec7e2,transition,
0_482,p4,place,elimination entered expense performed plan planned revenue to using,transition,
0_482,a2f487fe-b31c-4fce-bebf-5e774b753b8a,transition,o,place,
0_482,external planning purchasing,transition,p9,place,
0_482,38013c6e-7786-4d4e-9f76-84741d50edf1,transition,p4,place,
0_506,confirmation confirmations evaluation evaluation revised sheet specification time,transition,p2,place,
0_506,b5afaa87-132c-4ce4-9399-428c651b44bb,transition,p2,place,
0_506,0a0bc157-7f20-4a64-b00d-8bb6710f77ce,transition,p3,place,
0_506,p1,place,0a0bc157-7f20-4a64-b00d-8bb6710f77ce,transition,
0_506,is updated,transition,p4,place,
0_506,at deposit deposit notice notice to,transition,p2,place,
0_506,backorder billing creation payroll processing,transition,p1,place,
0_506,p4,place,575faa2d-e4d3-4835-b5a1-75e09b83f53d,transition,
0_506,p1,place,confirmation confirmations evaluation evaluation revised sheet specification time,transition,
