model_id,source_node,source_type,target_node,target_type,condition
dfg,Release D,activity,Return ER,activity,10
dfg,Leucocytes,activity,Release C,activity,8
dfg,IV Liquid,activity,ER Sepsis Triage,activity,7
dfg,IV Antibiotics,activity,ER Triage,activity,6
dfg,Release C,activity,Return ER,activity,6
dfg,Admission NC,activity,ER Sepsis Triage,activity,5
dfg,ER Sepsis Triage,activity,ER Registration,activity,5
dfg,ER Sepsis Triage,activity,ER Triage,activity,5
dfg,ER Triage,activity,ER Registration,activity,5
dfg,Admission IC,activity,Admission NC,activity,4
dfg,Admission NC,activity,Release C,activity,4
dfg,LacticAcid,activity,Release B,activity,4
dfg,CRP,activity,Release E,activity,3
dfg,IV Liquid,activity,Admission IC,activity,3
dfg,LacticAcid,activity,Release A,activity,3
dfg,Return ER,activity,CRP,activity,3
dfg,Admission NC,activity,IV Antibiotics,activity,2
dfg,IV Antibiotics,activity,Release A,activity,2
dfg,IV Liquid,activity,Release A,activity,2
dfg,Leucocytes,activity,Release E,activity,2
dfg,Admission IC,activity,Admission IC,activity,1
dfg,Admission IC,activity,ER Sepsis Triage,activity,1
dfg,Admission NC,activity,ER Triage,activity,1
dfg,Admission NC,activity,Release D,activity,1
dfg,ER Registration,activity,Admission IC,activity,1
dfg,ER Sepsis Triage,activity,Admission IC,activity,1
dfg,ER Triage,activity,IV Antibiotics,activity,1
dfg,IV Antibiotics,activity,ER Registration,activity,1
dfg,IV Antibiotics,activity,Release B,activity,1
dfg,IV Liquid,activity,Release B,activity,1
dfg,LacticAcid,activity,ER Registration,activity,1
dfg,LacticAcid,activity,Release E,activity,1
dfg,Leucocytes,activity,Return ER,activity,1
dfg,Release A,activity,CRP,activity,1
dfg,Release A,activity,Leucocytes,activity,1
dfg,Release B,activity,Admission NC,activity,1
dfg,Release E,activity,Return ER,activity,1
