source,target,relation,file
build,Build and push Docker image,has_step,ci/docker-publish.yml
build,Sign the published Docker image,has_step,ci/docker-publish.yml
build,Checkout,has_step,ci/dotnet-desktop.yml
build,Install .NET Core,has_step,ci/dotnet-desktop.yml
build,Setup MSBuild.exe,has_step,ci/dotnet-desktop.yml
build,Execute unit tests,has_step,ci/dotnet-desktop.yml
build,Restore the application,has_step,ci/dotnet-desktop.yml
build,Decode the pfx,has_step,ci/dotnet-desktop.yml
build,Create the app package,has_step,ci/dotnet-desktop.yml
build,Remove the pfx,has_step,ci/dotnet-desktop.yml
build,Upload build artifacts,has_step,ci/dotnet-desktop.yml
build,actions/checkout@v4,has_step,ci/dotnet.yml
build,Setup .NET,has_step,ci/dotnet.yml
build,Restore dependencies,has_step,ci/dotnet.yml
build,Build,has_step,ci/dotnet.yml
build,Test,has_step,ci/dotnet.yml
build,actions/checkout@v4,has_step,ci/elixir.yml
build,Set up Elixir,has_step,ci/elixir.yml
build,Restore dependencies cache,has_step,ci/elixir.yml
build,Install dependencies,has_step,ci/elixir.yml
build,Run tests,has_step,ci/elixir.yml
build,actions/checkout@v4,has_step,ci/erlang.yml
build,Compile,has_step,ci/erlang.yml
build,Run tests,has_step,ci/erlang.yml
build,actions/checkout@v4,has_step,ci/gem-push.yml
build,Set up Ruby 2.6,has_step,ci/gem-push.yml
build,Publish to GPR,has_step,ci/gem-push.yml
build,Publish to RubyGems,has_step,ci/gem-push.yml
build,actions/checkout@v4,has_step,ci/generator-generic-ossf-slsa3-publish.yml
build,Build artifacts,has_step,ci/generator-generic-ossf-slsa3-publish.yml
build,Generate subject for provenance,has_step,ci/generator-generic-ossf-slsa3-publish.yml
build,provenance,needs,ci/generator-generic-ossf-slsa3-publish.yml
build,actions/checkout@v4,has_step,ci/go.yml
build,Set up Go,has_step,ci/go.yml
build,Build,has_step,ci/go.yml
build,Test,has_step,ci/go.yml
build,actions/checkout@v4,has_step,ci/gradle-publish.yml
build,Set up JDK 17,has_step,ci/gradle-publish.yml
build,Setup Gradle,has_step,ci/gradle-publish.yml
build,Build with Gradle,has_step,ci/gradle-publish.yml
build,Publish to GitHub Packages,has_step,ci/gradle-publish.yml
build,actions/checkout@v4,has_step,ci/gradle.yml
build,Set up JDK 17,has_step,ci/gradle.yml
build,Setup Gradle,has_step,ci/gradle.yml
build,Build with Gradle Wrapper,has_step,ci/gradle.yml
dependency-submission,actions/checkout@v4,has_step,ci/gradle.yml
dependency-submission,Set up JDK 17,has_step,ci/gradle.yml
dependency-submission,Generate and submit dependency graph,has_step,ci/gradle.yml
build,actions/checkout@v4,has_step,ci/haskell.yml
build,actions/setup-haskell@v1,has_step,ci/haskell.yml
build,Cache,has_step,ci/haskell.yml
build,Install dependencies,has_step,ci/haskell.yml
build,Build,has_step,ci/haskell.yml
build,Run tests,has_step,ci/haskell.yml
build,Checkout,has_step,ci/ios.yml
build,Set Default Scheme,has_step,ci/ios.yml
build,Build,has_step,ci/ios.yml
build,Test,has_step,ci/ios.yml
build,actions/checkout@v4,has_step,ci/jekyll-docker.yml
build,Build the site in the jekyll/builder container,has_step,ci/jekyll-docker.yml
laravel-tests,shivammathur/setup-php@15c43e89cdef867065b0213be354c2841860869e,has_step,ci/laravel.yml
laravel-tests,actions/checkout@v4,has_step,ci/laravel.yml
laravel-tests,Copy .env,has_step,ci/laravel.yml
laravel-tests,Install Dependencies,has_step,ci/laravel.yml
laravel-tests,Generate key,has_step,ci/laravel.yml
laravel-tests,Directory Permissions,has_step,ci/laravel.yml
laravel-tests,Create Database,has_step,ci/laravel.yml
laravel-tests,Execute tests (Unit and Feature tests) via PHPUnit/Pest,has_step,ci/laravel.yml
build,actions/checkout@v4,has_step,ci/makefile.yml
build,configure,has_step,ci/makefile.yml
build,Install dependencies,has_step,ci/makefile.yml
build,Run check,has_step,ci/makefile.yml
build,Run distcheck,has_step,ci/makefile.yml
build,actions/checkout@v4,has_step,ci/maven-publish.yml
build,Set up JDK 11,has_step,ci/maven-publish.yml
build,Build with Maven,has_step,ci/maven-publish.yml
build,Publish to GitHub Packages Apache Maven,has_step,ci/maven-publish.yml
build,actions/checkout@v4,has_step,ci/maven.yml
build,Set up JDK 17,has_step,ci/maven.yml
build,Build with Maven,has_step,ci/maven.yml
build,Update dependency graph,has_step,ci/maven.yml
build,actions/checkout@v4,has_step,ci/msbuild.yml
build,Add MSBuild to PATH,has_step,ci/msbuild.yml
build,Restore NuGet packages,has_step,ci/msbuild.yml
build,Build,has_step,ci/msbuild.yml
build,actions/checkout@v4,has_step,ci/node.js.yml
build,Use Node.js ${{ matrix.node-version }},has_step,ci/node.js.yml
build,unnamed,has_step,ci/node.js.yml
build,unnamed,has_step,ci/node.js.yml
build,unnamed,has_step,ci/node.js.yml
build,actions/checkout@v4,has_step,ci/npm-publish-github-packages.yml
build,actions/setup-node@v4,has_step,ci/npm-publish-github-packages.yml
build,unnamed,has_step,ci/npm-publish-github-packages.yml
build,unnamed,has_step,ci/npm-publish-github-packages.yml
build,publish-gpr,needs,ci/npm-publish-github-packages.yml
publish-gpr,actions/checkout@v4,has_step,ci/npm-publish-github-packages.yml
publish-gpr,actions/setup-node@v4,has_step,ci/npm-publish-github-packages.yml
publish-gpr,unnamed,has_step,ci/npm-publish-github-packages.yml
publish-gpr,unnamed,has_step,ci/npm-publish-github-packages.yml
build,actions/checkout@v4,has_step,ci/npm-publish.yml
build,actions/setup-node@v4,has_step,ci/npm-publish.yml
build,unnamed,has_step,ci/npm-publish.yml
build,unnamed,has_step,ci/npm-publish.yml
build,publish-npm,needs,ci/npm-publish.yml
publish-npm,actions/checkout@v4,has_step,ci/npm-publish.yml
publish-npm,actions/setup-node@v4,has_step,ci/npm-publish.yml
publish-npm,unnamed,has_step,ci/npm-publish.yml
publish-npm,unnamed,has_step,ci/npm-publish.yml
build,Checkout,has_step,ci/objective-c-xcode.yml
build,Set Default Scheme,has_step,ci/objective-c-xcode.yml
build,Build,has_step,ci/objective-c-xcode.yml
build,actions/checkout@v4,has_step,ci/php.yml
build,Validate composer.json and composer.lock,has_step,ci/php.yml
build,Cache Composer packages,has_step,ci/php.yml
build,Install dependencies,has_step,ci/php.yml
build,actions/checkout@v4,has_step,ci/pylint.yml
build,Set up Python ${{ matrix.python-version }},has_step,ci/pylint.yml
build,Install dependencies,has_step,ci/pylint.yml
build,Analysing the code with pylint,has_step,ci/pylint.yml
build,actions/checkout@v4,has_step,ci/python-app.yml
build,Set up Python 3.10,has_step,ci/python-app.yml
build,Install dependencies,has_step,ci/python-app.yml
build,Lint with flake8,has_step,ci/python-app.yml
build,Test with pytest,has_step,ci/python-app.yml
build-linux,actions/checkout@v4,has_step,ci/python-package-conda.yml
build-linux,Set up Python 3.10,has_step,ci/python-package-conda.yml
build-linux,Add conda to system path,has_step,ci/python-package-conda.yml
build-linux,Install dependencies,has_step,ci/python-package-conda.yml
build-linux,Lint with flake8,has_step,ci/python-package-conda.yml
build-linux,Test with pytest,has_step,ci/python-package-conda.yml
build,actions/checkout@v4,has_step,ci/python-package.yml
build,Set up Python ${{ matrix.python-version }},has_step,ci/python-package.yml
build,Install dependencies,has_step,ci/python-package.yml
build,Lint with flake8,has_step,ci/python-package.yml
build,Test with pytest,has_step,ci/python-package.yml
release-build,actions/checkout@v4,has_step,ci/python-publish.yml
release-build,actions/setup-python@v5,has_step,ci/python-publish.yml
release-build,Build release distributions,has_step,ci/python-publish.yml
release-build,Upload distributions,has_step,ci/python-publish.yml
release-build,pypi-publish,needs,ci/python-publish.yml
pypi-publish,Retrieve release distributions,has_step,ci/python-publish.yml
pypi-publish,Publish release distributions to PyPI,has_step,ci/python-publish.yml
build,actions/checkout@v4,has_step,ci/r.yml
build,Set up R ${{ matrix.r-version }},has_step,ci/r.yml
build,Install dependencies,has_step,ci/r.yml
build,Check,has_step,ci/r.yml
test,actions/checkout@v4,has_step,ci/ruby.yml
test,Set up Ruby,has_step,ci/ruby.yml
test,Run tests,has_step,ci/ruby.yml
test,Checkout code,has_step,ci/rubyonrails.yml
test,Install Ruby and gems,has_step,ci/rubyonrails.yml
test,Set up database schema,has_step,ci/rubyonrails.yml
test,Run tests,has_step,ci/rubyonrails.yml
lint,Checkout code,has_step,ci/rubyonrails.yml
lint,Install Ruby and gems,has_step,ci/rubyonrails.yml
lint,Generate binstubs,has_step,ci/rubyonrails.yml
lint,Security audit dependencies,has_step,ci/rubyonrails.yml
lint,Security audit application code,has_step,ci/rubyonrails.yml
lint,Lint Ruby files,has_step,ci/rubyonrails.yml
build,actions/checkout@v4,has_step,ci/rust.yml
build,Build,has_step,ci/rust.yml
build,Run tests,has_step,ci/rust.yml
build,actions/checkout@v4,has_step,ci/scala.yml
build,Set up JDK 11,has_step,ci/scala.yml
build,Run tests,has_step,ci/scala.yml
build,Upload dependency graph,has_step,ci/scala.yml
run-lint,Checkout code,has_step,ci/super-linter.yml
run-lint,Lint Code Base,has_step,ci/super-linter.yml
build,actions/checkout@v4,has_step,ci/swift.yml
build,Build,has_step,ci/swift.yml
build,Run tests,has_step,ci/swift.yml
symfony-tests,shivammathur/setup-php@2cb9b829437ee246e9b3cac53555a39208ca6d28,has_step,ci/symfony.yml
symfony-tests,actions/checkout@v4,has_step,ci/symfony.yml
symfony-tests,Copy .env.test.local,has_step,ci/symfony.yml
symfony-tests,Cache Composer packages,has_step,ci/symfony.yml
symfony-tests,Install Dependencies,has_step,ci/symfony.yml
symfony-tests,Create Database,has_step,ci/symfony.yml
symfony-tests,Execute tests (Unit and Feature tests) via PHPUnit,has_step,ci/symfony.yml
build,actions/checkout@v4,has_step,ci/webpack.yml
build,Use Node.js ${{ matrix.node-version }},has_step,ci/webpack.yml
build,Build,has_step,ci/webpack.yml
Anchore-Build-Scan,Checkout the code,has_step,code-scanning/anchore-syft.yml
Anchore-Build-Scan,Build the Docker image,has_step,code-scanning/anchore-syft.yml
Anchore-Build-Scan,Scan the image and upload dependency results,has_step,code-scanning/anchore-syft.yml
Anchore-Build-Scan,Check out the code,has_step,code-scanning/anchore.yml
Anchore-Build-Scan,Build the Docker image,has_step,code-scanning/anchore.yml
Anchore-Build-Scan,Run the Anchore Grype scan action,has_step,code-scanning/anchore.yml
Anchore-Build-Scan,Upload vulnerability report,has_step,code-scanning/anchore.yml
Trigger_APIsec_scan,APIsec scan,has_step,code-scanning/apisec-scan.yml
Trigger_APIsec_scan,Import results,has_step,code-scanning/apisec-scan.yml
appknox,Checkout Code,has_step,code-scanning/appknox.yml
appknox,Grant execute permission for gradlew,has_step,code-scanning/appknox.yml
appknox,Build the app,has_step,code-scanning/appknox.yml
appknox,Appknox GitHub action,has_step,code-scanning/appknox.yml
appknox,Upload SARIF to GHAS,has_step,code-scanning/appknox.yml
bandit,actions/checkout@v4,has_step,code-scanning/bandit.yml
bandit,Bandit Scan,has_step,code-scanning/bandit.yml
bearer,actions/checkout@v4,has_step,code-scanning/bearer.yml
bearer,Run Report,has_step,code-scanning/bearer.yml
bearer,Upload SARIF file,has_step,code-scanning/bearer.yml
build,Checkout source,has_step,code-scanning/black-duck-security-scan-ci.yml
build,Black Duck SCA scan,has_step,code-scanning/black-duck-security-scan-ci.yml
brakeman-scan,Checkout,has_step,code-scanning/brakeman.yml
brakeman-scan,Setup Ruby,has_step,code-scanning/brakeman.yml
brakeman-scan,Setup Brakeman,has_step,code-scanning/brakeman.yml
brakeman-scan,Scan,has_step,code-scanning/brakeman.yml
brakeman-scan,Upload SARIF,has_step,code-scanning/brakeman.yml
build,Checkout repository,has_step,code-scanning/checkmarx-one.yml
build,Checkmarx One scan,has_step,code-scanning/checkmarx-one.yml
build,Upload SARIF file,has_step,code-scanning/checkmarx-one.yml
build,actions/checkout@v4,has_step,code-scanning/checkmarx.yml
build,Checkmarx CxFlow Action,has_step,code-scanning/checkmarx.yml
build,Upload SARIF file,has_step,code-scanning/checkmarx.yml
clj-holmes,Checkout code,has_step,code-scanning/clj-holmes.yml
clj-holmes,Scan code,has_step,code-scanning/clj-holmes.yml
clj-holmes,Upload analysis results to GitHub Security tab,has_step,code-scanning/clj-holmes.yml
clj-holmes,Checkout code,has_step,code-scanning/clj-watson.yml
clj-holmes,Dependency scan,has_step,code-scanning/clj-watson.yml
clj-holmes,Upload analysis results to GitHub,has_step,code-scanning/clj-watson.yml
cloudrail,Clone repo,has_step,code-scanning/cloudrail.yml
cloudrail,hashicorp/setup-terraform@v1,has_step,code-scanning/cloudrail.yml
cloudrail,unnamed,has_step,code-scanning/cloudrail.yml
cloudrail,unnamed,has_step,code-scanning/cloudrail.yml
cloudrail,unnamed,has_step,code-scanning/cloudrail.yml
cloudrail,Run Cloudrail,has_step,code-scanning/cloudrail.yml
cloudrail,Upload SARIF file,has_step,code-scanning/cloudrail.yml
codacy-security-scan,Checkout code,has_step,code-scanning/codacy.yml
codacy-security-scan,Run Codacy Analysis CLI,has_step,code-scanning/codacy.yml
codacy-security-scan,Upload SARIF results file,has_step,code-scanning/codacy.yml
analyze,Checkout repository,has_step,code-scanning/codeql.yml
analyze,Initialize CodeQL,has_step,code-scanning/codeql.yml
analyze,Run manual build steps,has_step,code-scanning/codeql.yml
analyze,Perform CodeQL Analysis,has_step,code-scanning/codeql.yml
CodeScan,Checkout repository,has_step,code-scanning/codescan.yml
CodeScan,Cache files,has_step,code-scanning/codescan.yml
CodeScan,Run Analysis,has_step,code-scanning/codescan.yml
CodeScan,Upload SARIF file,has_step,code-scanning/codescan.yml
build-and-scan,actions/checkout@v4,has_step,code-scanning/contrast-scan.yml
build-and-scan,Contrast Scan Action,has_step,code-scanning/contrast-scan.yml
build-and-scan,Upload SARIF file,has_step,code-scanning/contrast-scan.yml
crda-scan,Check out repository,has_step,code-scanning/crda.yml
crda-scan,Install CRDA CLI,has_step,code-scanning/crda.yml
crda-scan,CRDA Scan,has_step,code-scanning/crda.yml
security-scan,actions/checkout@v4,has_step,code-scanning/credo.yml
security-scan,erlef/setup-beam@988e02bfe678367a02564f65ca2e37726dc0268f,has_step,code-scanning/credo.yml
security-scan,get dependencies,has_step,code-scanning/credo.yml
security-scan,compile dependencies,has_step,code-scanning/credo.yml
security-scan,compile,has_step,code-scanning/credo.yml
security-scan,credo-scan,has_step,code-scanning/credo.yml
security-scan,upload sarif,has_step,code-scanning/credo.yml
rest-api-static-security-testing,actions/checkout@v4,has_step,code-scanning/crunch42.yml
rest-api-static-security-testing,42Crunch REST API Static Security Testing,has_step,code-scanning/crunch42.yml
datree,actions/checkout@v4,has_step,code-scanning/datree.yml
datree,Run Datree policy check,has_step,code-scanning/datree.yml
datree,Upload result to GitHub Code Scanning,has_step,code-scanning/datree.yml
vulnerabilities-scan,actions/checkout@v4,has_step,code-scanning/debricked.yml
vulnerabilities-scan,debricked/actions@v4,has_step,code-scanning/debricked.yml
MSDO,actions/checkout@v4,has_step,code-scanning/defender-for-devops.yml
MSDO,actions/setup-dotnet@v4,has_step,code-scanning/defender-for-devops.yml
MSDO,Run Microsoft Security DevOps,has_step,code-scanning/defender-for-devops.yml
MSDO,Upload results to Security tab,has_step,code-scanning/defender-for-devops.yml
dependency-review,Checkout repository,has_step,code-scanning/dependency-review.yml
dependency-review,Dependency Review,has_step,code-scanning/dependency-review.yml
scan,actions/checkout@v4,has_step,code-scanning/detekt.yml
scan,Get Detekt download URL,has_step,code-scanning/detekt.yml
scan,Setup Detekt,has_step,code-scanning/detekt.yml
scan,Run Detekt,has_step,code-scanning/detekt.yml
scan,Make artifact location URIs relative,has_step,code-scanning/detekt.yml
scan,github/codeql-action/upload-sarif@v3,has_step,code-scanning/detekt.yml
lint,Checkout code,has_step,code-scanning/devskim.yml
lint,Run DevSkim scanner,has_step,code-scanning/devskim.yml
lint,Upload DevSkim scan results to GitHub Security tab,has_step,code-scanning/devskim.yml
scan,Checkout repository,has_step,code-scanning/endorlabs.yml
scan,Endor Labs scan pull request,has_step,code-scanning/endorlabs.yml
scan,Endor Labs scan monitor,has_step,code-scanning/endorlabs.yml
scan,Upload SARIF to github,has_step,code-scanning/endorlabs.yml
eslint,Checkout code,has_step,code-scanning/eslint.yml
eslint,Install ESLint,has_step,code-scanning/eslint.yml
eslint,Run ESLint,has_step,code-scanning/eslint.yml
eslint,Upload analysis results to GitHub,has_step,code-scanning/eslint.yml
Trigger_EthicalCheck,EthicalCheck  Free & Automated API Security Testing Service,has_step,code-scanning/ethicalcheck.yml
Trigger_EthicalCheck,Upload sarif file to repository,has_step,code-scanning/ethicalcheck.yml
flawfinder,Checkout code,has_step,code-scanning/flawfinder.yml
flawfinder,flawfinder_scan,has_step,code-scanning/flawfinder.yml
flawfinder,Upload analysis results to GitHub Security tab,has_step,code-scanning/flawfinder.yml
Fortify-AST-Scan,Check Out Source Code,has_step,code-scanning/fortify.yml
Fortify-AST-Scan,Run Fortify Scan,has_step,code-scanning/fortify.yml
create-fix-pull-requests,actions/checkout@v4,has_step,code-scanning/frogbot-scan-and-fix.yml
create-fix-pull-requests,jfrog/frogbot@5d9c42c30f1169d8be4ba5510b40e75ffcbbc2a9,has_step,code-scanning/frogbot-scan-and-fix.yml
scan-pull-request,actions/checkout@v4,has_step,code-scanning/frogbot-scan-pr.yml
scan-pull-request,jfrog/frogbot@5d9c42c30f1169d8be4ba5510b40e75ffcbbc2a9,has_step,code-scanning/frogbot-scan-pr.yml
hadolint,Checkout code,has_step,code-scanning/hadolint.yml
hadolint,Run hadolint,has_step,code-scanning/hadolint.yml
hadolint,Upload analysis results to GitHub,has_step,code-scanning/hadolint.yml
analyze,Checkout repository,has_step,code-scanning/jfrog-sast.yml
analyze,Setup Node.js,has_step,code-scanning/jfrog-sast.yml
analyze,Install and configure JFrog CLI,has_step,code-scanning/jfrog-sast.yml
analyze,Run JFrog SAST,has_step,code-scanning/jfrog-sast.yml
analyze,Upload output to generate autofix,has_step,code-scanning/jfrog-sast.yml
build,actions/checkout@v4,has_step,code-scanning/jscrambler-code-integrity.yml
build,actions/setup-node@v4,has_step,code-scanning/jscrambler-code-integrity.yml
build,unnamed,has_step,code-scanning/jscrambler-code-integrity.yml
build,unnamed,has_step,code-scanning/jscrambler-code-integrity.yml
build,Jscrambler Code Integrity,has_step,code-scanning/jscrambler-code-integrity.yml
lint,Checkout code,has_step,code-scanning/kubesec.yml
lint,Run kubesec scanner,has_step,code-scanning/kubesec.yml
lint,Upload Kubesec scan results to GitHub Security tab,has_step,code-scanning/kubesec.yml
lintr,Checkout code,has_step,code-scanning/lintr.yml
lintr,Setup R,has_step,code-scanning/lintr.yml
lintr,Setup lintr,has_step,code-scanning/lintr.yml
lintr,Run lintr,has_step,code-scanning/lintr.yml
lintr,Upload analysis results to GitHub,has_step,code-scanning/lintr.yml
mayhem-for-api,actions/checkout@v4,has_step,code-scanning/mayhem-for-api.yml
mayhem-for-api,Start your API,has_step,code-scanning/mayhem-for-api.yml
mayhem-for-api,Mayhem for API,has_step,code-scanning/mayhem-for-api.yml
mayhem-for-api,Upload SARIF file,has_step,code-scanning/mayhem-for-api.yml
mobile-security,actions/checkout@v4,has_step,code-scanning/mobsf.yml
mobile-security,Setup python,has_step,code-scanning/mobsf.yml
mobile-security,Run mobsfscan,has_step,code-scanning/mobsf.yml
mobile-security,Upload mobsfscan report,has_step,code-scanning/mobsf.yml
analyze,Checkout repository,has_step,code-scanning/msvc.yml
analyze,Configure CMake,has_step,code-scanning/msvc.yml
analyze,Initialize MSVC Code Analysis,has_step,code-scanning/msvc.yml
analyze,Upload SARIF to GitHub,has_step,code-scanning/msvc.yml
neuralegion_scan,actions/checkout@v4,has_step,code-scanning/neuralegion.yml
neuralegion_scan,Start Nexploit Scan 🏁,has_step,code-scanning/neuralegion.yml
njsscan,Checkout the code,has_step,code-scanning/njsscan.yml
njsscan,nodejsscan scan,has_step,code-scanning/njsscan.yml
njsscan,Upload njsscan report,has_step,code-scanning/njsscan.yml
OSSAR-Scan,Checkout repository,has_step,code-scanning/ossar.yml
OSSAR-Scan,Run OSSAR,has_step,code-scanning/ossar.yml
OSSAR-Scan,Upload OSSAR results,has_step,code-scanning/ossar.yml
PHPMD,Checkout code,has_step,code-scanning/phpmd.yml
PHPMD,Setup PHP,has_step,code-scanning/phpmd.yml
PHPMD,Run PHPMD,has_step,code-scanning/phpmd.yml
PHPMD,Upload analysis results to GitHub,has_step,code-scanning/phpmd.yml
pmd-code-scan,actions/checkout@v4,has_step,code-scanning/pmd.yml
pmd-code-scan,Set up JDK 11,has_step,code-scanning/pmd.yml
pmd-code-scan,Run PMD,has_step,code-scanning/pmd.yml
pmd-code-scan,Upload SARIF file,has_step,code-scanning/pmd.yml
policy-validator,Checkout,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Configure AWS Credentials,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Run AWS AccessAnalyzer ValidatePolicy check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Print the result for ValidatePolicy check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Run AWS AccessAnalyzer CheckAccessNotGranted check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Print the result for CheckAccessNotGranted check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Run AWS AccessAnalyzer CheckNoNewAccess check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Print the result for CheckNoNewAccess check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Run AWS AccessAnalyzer CheckNoPublicAccess check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Print the result for CheckNoPublicAccess check,has_step,code-scanning/policy-validator-cfn.yaml
policy-validator,Checkout,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Configure AWS Credentials,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Run AWS AccessAnalyzer ValidatePolicy check,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Print the result for ValidatePolicy check,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Run AWS AccessAnalyzer CheckAccessNotGranted check,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Print the result for CheckAccessNotGranted check,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Run AWS AccessAnalyzer CheckNoNewAccess check,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Print the result CheckNoNewAccess check,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Run AWS AccessAnalyzer CheckNoPublicAccess check,has_step,code-scanning/policy-validator-tf.yaml
policy-validator,Print the result for CheckNoPublicAccess check,has_step,code-scanning/policy-validator-tf.yaml
build,actions/checkout@v4,has_step,code-scanning/powershell.yml
build,Run PSScriptAnalyzer,has_step,code-scanning/powershell.yml
build,Upload SARIF results file,has_step,code-scanning/powershell.yml
prisma_cloud_iac_scan,Checkout,has_step,code-scanning/prisma.yml
prisma_cloud_iac_scan,Run Scan on CFT files in the repository,has_step,code-scanning/prisma.yml
prisma_cloud_iac_scan,Upload SARIF file,has_step,code-scanning/prisma.yml
php-security,Checkout code,has_step,code-scanning/psalm.yml
php-security,Psalm Security Scan,has_step,code-scanning/psalm.yml
php-security,Upload Security Analysis results to GitHub,has_step,code-scanning/psalm.yml
puppet-lint,Checkout code,has_step,code-scanning/puppet-lint.yml
puppet-lint,Setup Ruby,has_step,code-scanning/puppet-lint.yml
puppet-lint,Install puppet-lint,has_step,code-scanning/puppet-lint.yml
puppet-lint,Run puppet-lint,has_step,code-scanning/puppet-lint.yml
puppet-lint,Upload analysis results to GitHub,has_step,code-scanning/puppet-lint.yml
pyre,actions/checkout@v4,has_step,code-scanning/pyre.yml
pyre,Run Pyre,has_step,code-scanning/pyre.yml
pysa,actions/checkout@v4,has_step,code-scanning/pysa.yml
pysa,Run Pysa,has_step,code-scanning/pysa.yml
rubocop,Checkout repository,has_step,code-scanning/rubocop.yml
rubocop,Set up Ruby,has_step,code-scanning/rubocop.yml
rubocop,Install Code Scanning integration,has_step,code-scanning/rubocop.yml
rubocop,Install dependencies,has_step,code-scanning/rubocop.yml
rubocop,Rubocop run,has_step,code-scanning/rubocop.yml
rubocop,Upload Sarif output,has_step,code-scanning/rubocop.yml
rust-clippy-analyze,Checkout code,has_step,code-scanning/rust-clippy.yml
rust-clippy-analyze,Install Rust toolchain,has_step,code-scanning/rust-clippy.yml
rust-clippy-analyze,Install required cargo,has_step,code-scanning/rust-clippy.yml
rust-clippy-analyze,Run rust-clippy,has_step,code-scanning/rust-clippy.yml
