source,target,relation,file
task_1,task_2,downstream,airflow-core/src/airflow/example_dags/example_setup_teardown_taskflow.py
task_1,task_3,downstream,airflow-core/src/airflow/example_dags/example_setup_teardown_taskflow.py
s,t,downstream,airflow-core/src/airflow/example_dags/example_setup_teardown_taskflow.py
s,outer_work,downstream,airflow-core/src/airflow/example_dags/example_setup_teardown_taskflow.py
skip_operator,join,downstream,airflow-core/src/airflow/example_dags/example_skip_dag.py
always_true,join,downstream,airflow-core/src/airflow/example_dags/example_skip_dag.py
join,final,downstream,airflow-core/src/airflow/example_dags/example_skip_dag.py
task_1,task_2,downstream,airflow-core/src/airflow/example_dags/example_task_group.py
task_1,task_3,downstream,airflow-core/src/airflow/example_dags/example_task_group.py
task_2,task_4,downstream,airflow-core/src/airflow/example_dags/example_task_group.py
task_3,task_4,downstream,airflow-core/src/airflow/example_dags/example_task_group.py
start,section_1,downstream,airflow-core/src/airflow/example_dags/example_task_group.py
section_2,end,downstream,airflow-core/src/airflow/example_dags/example_task_group.py
start_task,current_task_group,downstream,airflow-core/src/airflow/example_dags/example_task_group_decorator.py
wait,finish,downstream,airflow-core/src/airflow/example_dags/example_time_delta_sensor_async.py
bash_op1,xcom_args_a,downstream,airflow-core/src/airflow/example_dags/example_xcomargs.py
xcom_args_b,bash_op2,downstream,airflow-core/src/airflow/example_dags/example_xcomargs.py
t1,t2,downstream,airflow-core/src/airflow/example_dags/tutorial.py
t1,t3,downstream,airflow-core/src/airflow/example_dags/tutorial.py
extract_task,transform_task,downstream,airflow-core/src/airflow/example_dags/tutorial_dag.py
